length, amount, time, algorithm, discard
1000000000,  100000,      50.27,                        cache_hash, 1
1000000000,  200000,      63.87,                        cache_hash, 1
1000000000,  500000,     141.32,                        cache_hash, 1
1000000000,  900000,     149.63,                        cache_hash, 1
1000000000,  950000,     156.16,                        cache_hash, 1
        10,       1,      65.70,                         cache_vec, 1
        10,       2,      39.93,                         cache_vec, 1
        10,       5,      29.07,                         cache_vec, 1
        10,       9,      45.88,                         cache_vec, 1
        10,      10,      61.68,                         cache_vec, 1
       100,       1,      65.49,                         cache_vec, 1
       100,       2,      39.04,                         cache_vec, 1
       100,       5,      23.72,                         cache_vec, 1
       100,      10,      19.48,                         cache_vec, 1
       100,      20,      20.72,                         cache_vec, 1
       100,      50,      33.97,                         cache_vec, 1
       100,      90,      76.10,                         cache_vec, 1
       100,      95,      96.90,                         cache_vec, 1
       100,     100,     164.12,                         cache_vec, 1
       500,       1,      66.70,                         cache_vec, 1
       500,       2,      39.08,                         cache_vec, 1
       500,       5,      24.43,                         cache_vec, 1
       500,      10,      18.46,                         cache_vec, 1
       500,      20,      18.08,                         cache_vec, 1
       500,      25,      18.50,                         cache_vec, 1
       500,      50,      24.25,                         cache_vec, 1
       500,     100,      35.29,                         cache_vec, 1
       500,     200,      58.55,                         cache_vec, 1
       500,     250,      72.99,                         cache_vec, 1
       500,     450,     179.04,                         cache_vec, 1
       500,     475,     220.75,                         cache_vec, 1
       500,     500,     480.18,                         cache_vec, 1
      1000,       1,      74.00,                         cache_vec, 1
      1000,       2,      42.87,                         cache_vec, 1
      1000,       5,      26.90,                         cache_vec, 1
      1000,      10,      21.51,                         cache_vec, 1
      1000,      20,      19.54,                         cache_vec, 1
      1000,      50,      24.12,                         cache_vec, 1
      1000,     100,      33.80,                         cache_vec, 1
      1000,     200,      51.50,                         cache_vec, 1
      1000,     500,     106.04,                         cache_vec, 1
      1000,     900,     285.75,                         cache_vec, 1
      1000,     950,     366.91,                         cache_vec, 1
      1000,    1000,     991.63,                         cache_vec, 1
   1000000,       1,      67.99,                         cache_vec, 1
   1000000,       2,      38.78,                         cache_vec, 1
   1000000,       5,      23.24,                         cache_vec, 1
   1000000,      10,      18.09,                         cache_vec, 1
   1000000,      20,      17.71,                         cache_vec, 1
   1000000,      50,      18.91,                         cache_vec, 1
   1000000,     100,      24.88,                         cache_vec, 1
   1000000,     200,      39.69,                         cache_vec, 1
   1000000,     500,      78.49,                         cache_vec, 1
   1000000,    1000,     134.70,                         cache_vec, 1
   1000000,   10000,    1177.49,                         cache_vec, 1
   1000000,   20000,    2507.69,                         cache_vec, 1
   1000000,   50000,    6294.84,                         cache_vec, 3
1000000000,       1,      65.41,                         cache_vec, 1
1000000000,       2,      39.48,                         cache_vec, 1
1000000000,       5,      23.43,                         cache_vec, 1
1000000000,      10,      18.21,                         cache_vec, 1
1000000000,      20,      16.28,                         cache_vec, 1
1000000000,      50,      18.65,                         cache_vec, 1
1000000000,     100,      24.28,                         cache_vec, 1
1000000000,     200,      37.82,                         cache_vec, 1
1000000000,     500,      79.08,                         cache_vec, 1
1000000000,    1000,     126.63,                         cache_vec, 1
1000000000,   10000,    1136.39,                         cache_vec, 1
1000000000,   20000,    2338.95,                         cache_vec, 1
1000000000,   50000,    6079.78,                         cache_vec, 3
        10,       1,      67.42,                  cache_sorted_vec, 1
        10,       2,      43.30,                  cache_sorted_vec, 1
        10,       5,      39.50,                  cache_sorted_vec, 1
        10,       9,      69.36,                  cache_sorted_vec, 1
        10,      10,      90.82,                  cache_sorted_vec, 1
       100,       1,      69.32,                  cache_sorted_vec, 1
       100,       2,      44.80,                  cache_sorted_vec, 1
       100,       5,      37.94,                  cache_sorted_vec, 1
       100,      10,      35.49,                  cache_sorted_vec, 1
       100,      20,      41.95,                  cache_sorted_vec, 1
       100,      50,      67.17,                  cache_sorted_vec, 1
       100,      90,     115.92,                  cache_sorted_vec, 1
       100,      95,     141.31,                  cache_sorted_vec, 1
       100,     100,     229.39,                  cache_sorted_vec, 1
       500,       1,      68.51,                  cache_sorted_vec, 1
       500,       2,      41.99,                  cache_sorted_vec, 1
       500,       5,      31.52,                  cache_sorted_vec, 1
       500,      10,      33.76,                  cache_sorted_vec, 1
       500,      20,      37.99,                  cache_sorted_vec, 1
       500,      25,      40.38,                  cache_sorted_vec, 1
       500,      50,      46.66,                  cache_sorted_vec, 1
       500,     100,      56.03,                  cache_sorted_vec, 1
       500,     200,      70.71,                  cache_sorted_vec, 1
       500,     250,      78.63,                  cache_sorted_vec, 1
       500,     450,     150.81,                  cache_sorted_vec, 1
       500,     475,     181.73,                  cache_sorted_vec, 1
       500,     500,     377.96,                  cache_sorted_vec, 1
      1000,       1,      65.01,                  cache_sorted_vec, 1
      1000,       2,      41.88,                  cache_sorted_vec, 1
      1000,       5,      31.98,                  cache_sorted_vec, 1
      1000,      10,      34.85,                  cache_sorted_vec, 1
      1000,      20,      37.67,                  cache_sorted_vec, 1
      1000,      50,      46.10,                  cache_sorted_vec, 1
      1000,     100,      53.48,                  cache_sorted_vec, 1
      1000,     200,      62.27,                  cache_sorted_vec, 1
      1000,     500,      88.35,                  cache_sorted_vec, 1
      1000,     900,     174.73,                  cache_sorted_vec, 1
      1000,     950,     206.61,                  cache_sorted_vec, 1
      1000,    1000,     456.78,                  cache_sorted_vec, 1
   1000000,       1,      66.26,                  cache_sorted_vec, 1
   1000000,       2,      42.47,                  cache_sorted_vec, 1
   1000000,       5,      32.36,                  cache_sorted_vec, 1
   1000000,      10,      34.30,                  cache_sorted_vec, 1
   1000000,      20,      37.14,                  cache_sorted_vec, 1
   1000000,      50,      47.21,                  cache_sorted_vec, 1
   1000000,     100,      51.19,                  cache_sorted_vec, 1
   1000000,     200,      56.43,                  cache_sorted_vec, 1
   1000000,     500,      66.09,                  cache_sorted_vec, 1
   1000000,    1000,      79.03,                  cache_sorted_vec, 1
   1000000,   10000,     304.72,                  cache_sorted_vec, 1
   1000000,   20000,     597.55,                  cache_sorted_vec, 1
   1000000,   50000,    1615.23,                  cache_sorted_vec, 1
   1000000,  100000,    4181.52,                  cache_sorted_vec, 4
   1000000,  200000,    9758.37,                  cache_sorted_vec, 11
1000000000,       1,      66.85,                  cache_sorted_vec, 1
1000000000,       2,      42.45,                  cache_sorted_vec, 1
1000000000,       5,      31.87,                  cache_sorted_vec, 1
1000000000,      10,      33.34,                  cache_sorted_vec, 1
1000000000,      20,      42.48,                  cache_sorted_vec, 1
1000000000,      50,      45.00,                  cache_sorted_vec, 1
1000000000,     100,      56.68,                  cache_sorted_vec, 1
1000000000,     200,      57.95,                  cache_sorted_vec, 1
1000000000,     500,      66.54,                  cache_sorted_vec, 1
1000000000,    1000,      79.84,                  cache_sorted_vec, 1
1000000000,   10000,     299.00,                  cache_sorted_vec, 1
1000000000,   20000,     603.57,                  cache_sorted_vec, 1
1000000000,   50000,    1649.45,                  cache_sorted_vec, 1
1000000000,  100000,    4144.03,                  cache_sorted_vec, 4
1000000000,  200000,   10011.66,                  cache_sorted_vec, 10
        10,       1,     113.94,                       cache_btree, 1
        10,       2,      78.19,                       cache_btree, 1
        10,       5,      67.06,                       cache_btree, 1
        10,       9,      95.21,                       cache_btree, 1
        10,      10,     116.43,                       cache_btree, 1
       100,       1,     116.28,                       cache_btree, 1
       100,       2,      73.61,                       cache_btree, 1
       100,       5,      54.12,                       cache_btree, 1
       100,      10,      59.83,                       cache_btree, 1
       100,      20,      74.22,                       cache_btree, 1
       100,      50,      90.35,                       cache_btree, 1
       100,      90,     143.21,                       cache_btree, 1
       100,      95,     179.34,                       cache_btree, 1
       100,     100,     303.01,                       cache_btree, 1
       500,       1,     115.11,                       cache_btree, 1
       500,       2,      74.72,                       cache_btree, 1
       500,       5,      59.55,                       cache_btree, 1
       500,      10,      59.33,                       cache_btree, 1
       500,      20,      73.48,                       cache_btree, 1
       500,      25,      78.62,                       cache_btree, 1
       500,      50,      83.74,                       cache_btree, 1
       500,     100,      90.71,                       cache_btree, 1
       500,     200,     104.84,                       cache_btree, 1
       500,     250,     118.51,                       cache_btree, 1
       500,     450,     179.43,                       cache_btree, 1
       500,     475,     222.16,                       cache_btree, 1
       500,     500,     440.86,                       cache_btree, 1
      1000,       1,     109.83,                       cache_btree, 1
      1000,       2,      76.81,                       cache_btree, 1
      1000,       5,      56.24,                       cache_btree, 1
      1000,      10,      57.53,                       cache_btree, 1
      1000,      20,      75.69,                       cache_btree, 1
      1000,      50,      82.83,                       cache_btree, 1
      1000,     100,      78.56,                       cache_btree, 1
      1000,     200,      94.56,                       cache_btree, 1
      1000,     500,     109.44,                       cache_btree, 1
      1000,     900,     197.14,                       cache_btree, 1
      1000,     950,     240.18,                       cache_btree, 1
      1000,    1000,     530.37,                       cache_btree, 1
   1000000,       1,     119.92,                       cache_btree, 1
   1000000,       2,      79.18,                       cache_btree, 1
   1000000,       5,      57.33,                       cache_btree, 1
   1000000,      10,      56.58,                       cache_btree, 1
   1000000,      20,      66.64,                       cache_btree, 1
   1000000,      50,      81.06,                       cache_btree, 1
   1000000,     100,      79.67,                       cache_btree, 1
   1000000,     200,      85.61,                       cache_btree, 1
   1000000,     500,      90.19,                       cache_btree, 1
   1000000,    1000,      94.29,                       cache_btree, 1
   1000000,   10000,     113.85,                       cache_btree, 1
   1000000,   20000,     124.32,                       cache_btree, 1
   1000000,   50000,     141.59,                       cache_btree, 1
   1000000,  100000,     153.09,                       cache_btree, 1
   1000000,  200000,     173.37,                       cache_btree, 1
   1000000,  500000,     298.41,                       cache_btree, 1
   1000000,  900000,     686.25,                       cache_btree, 6
   1000000,  950000,     872.41,                       cache_btree, 8
1000000000,       1,     108.47,                       cache_btree, 1
1000000000,       2,      70.22,                       cache_btree, 1
1000000000,       5,      51.30,                       cache_btree, 1
1000000000,      10,      50.89,                       cache_btree, 1
1000000000,      20,      63.51,                       cache_btree, 1
1000000000,      50,      70.81,                       cache_btree, 1
1000000000,     100,      74.48,                       cache_btree, 1
1000000000,     200,      83.36,                       cache_btree, 1
1000000000,     500,      93.00,                       cache_btree, 1
1000000000,    1000,      95.79,                       cache_btree, 1
1000000000,   10000,     119.13,                       cache_btree, 1
1000000000,   20000,     126.83,                       cache_btree, 1
1000000000,   50000,     148.90,                       cache_btree, 1
1000000000,  100000,     159.32,                       cache_btree, 1
1000000000,  200000,     170.78,                       cache_btree, 1
1000000000,  500000,     218.79,                       cache_btree, 1
1000000000,  900000,     289.16,                       cache_btree, 2
1000000000,  950000,     303.96,                       cache_btree, 2
        10,       1,     127.79,                      cache_fisher, 1
        10,       2,     107.08,                      cache_fisher, 1
        10,       5,      86.33,                      cache_fisher, 1
        10,       9,      81.80,                      cache_fisher, 1
        10,      10,      77.41,                      cache_fisher, 1
       100,       1,     126.41,                      cache_fisher, 1
       100,       2,      93.55,                      cache_fisher, 1
       100,       5,      78.24,                      cache_fisher, 1
       100,      10,      70.10,                      cache_fisher, 1
       100,      20,      81.51,                      cache_fisher, 1
       100,      50,      79.59,                      cache_fisher, 1
       100,      90,      71.73,                      cache_fisher, 1
       100,      95,      71.82,                      cache_fisher, 1
       100,     100,      70.83,                      cache_fisher, 1
       500,       1,     122.13,                      cache_fisher, 1
       500,       2,      96.60,                      cache_fisher, 1
       500,       5,      73.71,                      cache_fisher, 1
       500,      10,      67.65,                      cache_fisher, 1
       500,      20,      78.54,                      cache_fisher, 1
       500,      25,      82.84,                      cache_fisher, 1
       500,      50,      79.63,                      cache_fisher, 1
       500,     100,      79.98,                      cache_fisher, 1
       500,     200,      73.97,                      cache_fisher, 1
       500,     250,      66.29,                      cache_fisher, 1
       500,     450,      69.28,                      cache_fisher, 1
       500,     475,      64.79,                      cache_fisher, 1
       500,     500,      63.25,                      cache_fisher, 1
      1000,       1,     116.12,                      cache_fisher, 1
      1000,       2,      86.05,                      cache_fisher, 1
      1000,       5,      65.70,                      cache_fisher, 1
      1000,      10,      60.76,                      cache_fisher, 1
      1000,      20,      68.13,                      cache_fisher, 1
      1000,      50,      69.72,                      cache_fisher, 1
      1000,     100,      68.77,                      cache_fisher, 1
      1000,     200,      68.40,                      cache_fisher, 1
      1000,     500,      65.48,                      cache_fisher, 1
      1000,     900,      68.25,                      cache_fisher, 1
      1000,     950,      63.77,                      cache_fisher, 1
      1000,    1000,      63.17,                      cache_fisher, 1
   1000000,       1,     114.30,                      cache_fisher, 1
   1000000,       2,      83.22,                      cache_fisher, 1
   1000000,       5,      65.49,                      cache_fisher, 1
   1000000,      10,      60.57,                      cache_fisher, 1
   1000000,      20,      67.99,                      cache_fisher, 1
   1000000,      50,      69.93,                      cache_fisher, 1
   1000000,     100,      69.54,                      cache_fisher, 1
   1000000,     200,      68.49,                      cache_fisher, 1
   1000000,     500,      58.21,                      cache_fisher, 1
   1000000,    1000,      58.29,                      cache_fisher, 1
   1000000,   10000,      63.20,                      cache_fisher, 1
   1000000,   20000,      65.97,                      cache_fisher, 1
   1000000,   50000,      75.56,                      cache_fisher, 1
   1000000,  100000,      89.62,                      cache_fisher, 1
   1000000,  200000,     108.84,                      cache_fisher, 1
   1000000,  500000,     273.44,                      cache_fisher, 1
   1000000,  900000,     282.88,                      cache_fisher, 2
   1000000,  950000,     286.10,                      cache_fisher, 2
1000000000,       1,     115.97,                      cache_fisher, 1
1000000000,       2,      83.63,                      cache_fisher, 1
1000000000,       5,      65.82,                      cache_fisher, 1
1000000000,      10,      61.09,                      cache_fisher, 1
1000000000,      20,      68.52,                      cache_fisher, 1
1000000000,      50,      70.04,                      cache_fisher, 1
1000000000,     100,      69.65,                      cache_fisher, 1
1000000000,     200,      68.67,                      cache_fisher, 1
1000000000,     500,      58.23,                      cache_fisher, 1
1000000000,    1000,      58.65,                      cache_fisher, 1
1000000000,   10000,      63.07,                      cache_fisher, 1
1000000000,   20000,      66.07,                      cache_fisher, 1
1000000000,   50000,      75.54,                      cache_fisher, 1
1000000000,  100000,      88.95,                      cache_fisher, 1
1000000000,  200000,     106.46,                      cache_fisher, 1
1000000000,  500000,     233.67,                      cache_fisher, 1
1000000000,  900000,     256.90,                      cache_fisher, 2
1000000000,  950000,     266.23,                      cache_fisher, 2
        10,       1,     126.76,                        floyd_hash, 1
        10,       2,      91.65,                        floyd_hash, 1
        10,       5,      74.49,                        floyd_hash, 1
        10,       9,      75.62,                        floyd_hash, 1
        10,      10,      76.53,                        floyd_hash, 1
       100,       1,     120.58,                        floyd_hash, 1
       100,       2,      87.03,                        floyd_hash, 1
       100,       5,      64.60,                        floyd_hash, 1
       100,      10,      56.93,                        floyd_hash, 1
       100,      20,      56.85,                        floyd_hash, 1
       100,      50,      63.32,                        floyd_hash, 1
       100,      90,      71.25,                        floyd_hash, 1
       100,      95,      73.61,                        floyd_hash, 1
       100,     100,      76.14,                        floyd_hash, 1
       500,       1,     116.56,                        floyd_hash, 1
       500,       2,      79.34,                        floyd_hash, 1
       500,       5,      58.97,                        floyd_hash, 1
       500,      10,      50.85,                        floyd_hash, 1
       500,      20,      47.32,                        floyd_hash, 1
       500,      25,      47.97,                        floyd_hash, 1
       500,      50,      48.84,                        floyd_hash, 1
       500,     100,      50.88,                        floyd_hash, 1
       500,     200,      57.24,                        floyd_hash, 1
       500,     250,      58.85,                        floyd_hash, 1
       500,     450,      75.70,                        floyd_hash, 1
       500,     475,      67.94,                        floyd_hash, 1
       500,     500,      69.87,                        floyd_hash, 1
      1000,       1,     116.51,                        floyd_hash, 1
      1000,       2,      79.26,                        floyd_hash, 1
      1000,       5,      58.75,                        floyd_hash, 1
      1000,      10,      50.67,                        floyd_hash, 1
      1000,      20,      47.34,                        floyd_hash, 1
      1000,      50,      47.48,                        floyd_hash, 1
      1000,     100,      48.30,                        floyd_hash, 1
      1000,     200,      50.49,                        floyd_hash, 1
      1000,     500,      58.49,                        floyd_hash, 1
      1000,     900,      78.56,                        floyd_hash, 1
      1000,     950,      67.95,                        floyd_hash, 1
      1000,    1000,      69.60,                        floyd_hash, 1
   1000000,       1,     116.93,                        floyd_hash, 1
   1000000,       2,      79.71,                        floyd_hash, 1
   1000000,       5,      59.07,                        floyd_hash, 1
   1000000,      10,      50.84,                        floyd_hash, 1
   1000000,      20,      46.70,                        floyd_hash, 1
   1000000,      50,      46.76,                        floyd_hash, 1
   1000000,     100,      45.82,                        floyd_hash, 1
   1000000,     200,      45.36,                        floyd_hash, 1
   1000000,     500,      42.77,                        floyd_hash, 1
   1000000,    1000,      42.80,                        floyd_hash, 1
   1000000,   10000,      43.82,                        floyd_hash, 1
   1000000,   20000,      47.42,                        floyd_hash, 1
   1000000,   50000,      51.55,                        floyd_hash, 1
   1000000,  100000,      53.57,                        floyd_hash, 1
   1000000,  200000,      66.67,                        floyd_hash, 1
   1000000,  500000,     183.10,                        floyd_hash, 1
   1000000,  900000,     239.34,                        floyd_hash, 2
   1000000,  950000,     259.61,                        floyd_hash, 2
1000000000,       1,     118.29,                        floyd_hash, 1
1000000000,       2,      80.03,                        floyd_hash, 1
1000000000,       5,      59.72,                        floyd_hash, 1
1000000000,      10,      51.17,                        floyd_hash, 1
1000000000,      20,      47.06,                        floyd_hash, 1
1000000000,      50,      47.15,                        floyd_hash, 1
1000000000,     100,      47.72,                        floyd_hash, 1
1000000000,     200,      46.21,                        floyd_hash, 1
1000000000,     500,      43.17,                        floyd_hash, 1
1000000000,    1000,      43.44,                        floyd_hash, 1
1000000000,   10000,      44.11,                        floyd_hash, 1
1000000000,   20000,      45.95,                        floyd_hash, 1
1000000000,   50000,      50.26,                        floyd_hash, 1
1000000000,  100000,      50.60,                        floyd_hash, 1
1000000000,  200000,      60.16,                        floyd_hash, 1
1000000000,  500000,     141.63,                        floyd_hash, 1
1000000000,  900000,     149.95,                        floyd_hash, 1
1000000000,  950000,     157.38,                        floyd_hash, 1
        10,       1,      68.19,                         floyd_vec, 1
        10,       2,      46.25,                         floyd_vec, 1
        10,       5,      33.32,                         floyd_vec, 1
        10,       9,      37.20,                         floyd_vec, 1
        10,      10,      37.80,                         floyd_vec, 1
       100,       1,      62.53,                         floyd_vec, 1
       100,       2,      39.54,                         floyd_vec, 1
       100,       5,      26.65,                         floyd_vec, 1
       100,      10,      25.67,                         floyd_vec, 1
       100,      20,      28.51,                         floyd_vec, 1
       100,      50,      34.38,                         floyd_vec, 1
       100,      90,      36.59,                         floyd_vec, 1
       100,      95,      36.25,                         floyd_vec, 1
       100,     100,      36.00,                         floyd_vec, 1
       500,       1,      58.25,                         floyd_vec, 1
       500,       2,      35.20,                         floyd_vec, 1
       500,       5,      22.02,                         floyd_vec, 1
       500,      10,      18.30,                         floyd_vec, 1
       500,      20,      18.20,                         floyd_vec, 1
       500,      25,      19.14,                         floyd_vec, 1
       500,      50,      23.26,                         floyd_vec, 1
       500,     100,      33.04,                         floyd_vec, 1
       500,     200,      46.01,                         floyd_vec, 1
       500,     250,      50.63,                         floyd_vec, 1
       500,     450,      55.98,                         floyd_vec, 1
       500,     475,      55.15,                         floyd_vec, 1
       500,     500,      54.12,                         floyd_vec, 1
      1000,       1,      58.54,                         floyd_vec, 1
      1000,       2,      35.00,                         floyd_vec, 1
      1000,       5,      21.94,                         floyd_vec, 1
      1000,      10,      17.79,                         floyd_vec, 1
      1000,      20,      17.24,                         floyd_vec, 1
      1000,      50,      21.57,                         floyd_vec, 1
      1000,     100,      30.48,                         floyd_vec, 1
      1000,     200,      43.65,                         floyd_vec, 1
      1000,     500,      70.62,                         floyd_vec, 1
      1000,     900,      81.75,                         floyd_vec, 1
      1000,     950,      81.01,                         floyd_vec, 1
      1000,    1000,      78.93,                         floyd_vec, 1
   1000000,       1,      58.66,                         floyd_vec, 1
   1000000,       2,      35.54,                         floyd_vec, 1
   1000000,       5,      22.24,                         floyd_vec, 1
   1000000,      10,      18.04,                         floyd_vec, 1
   1000000,      20,      17.19,                         floyd_vec, 1
   1000000,      50,      20.82,                         floyd_vec, 1
   1000000,     100,      28.20,                         floyd_vec, 1
   1000000,     200,      40.28,                         floyd_vec, 1
   1000000,     500,      76.41,                         floyd_vec, 1
   1000000,    1000,     126.49,                         floyd_vec, 1
   1000000,   10000,    1136.56,                         floyd_vec, 1
   1000000,   20000,    2244.76,                         floyd_vec, 1
   1000000,   50000,    5855.68,                         floyd_vec, 2
   1000000,  100000,   12067.49,                         floyd_vec, 10
   1000000,  200000,   23151.16,                         floyd_vec, 13
1000000000,       1,      59.68,                         floyd_vec, 1
1000000000,       2,      35.77,                         floyd_vec, 1
1000000000,       5,      22.60,                         floyd_vec, 1
1000000000,      10,      18.51,                         floyd_vec, 1
1000000000,      20,      17.85,                         floyd_vec, 1
1000000000,      50,      21.54,                         floyd_vec, 1
1000000000,     100,      29.15,                         floyd_vec, 1
1000000000,     200,      41.07,                         floyd_vec, 1
1000000000,     500,      74.69,                         floyd_vec, 1
1000000000,    1000,     124.84,                         floyd_vec, 1
1000000000,   10000,    1119.03,                         floyd_vec, 1
1000000000,   20000,    2370.31,                         floyd_vec, 1
1000000000,   50000,    6055.61,                         floyd_vec, 3
1000000000,  100000,   12379.58,                         floyd_vec, 11
1000000000,  200000,   25268.64,                         floyd_vec, 10
        10,       1,      70.31,                  floyd_sorted_vec, 1
        10,       2,      51.06,                  floyd_sorted_vec, 1
        10,       5,      41.22,                  floyd_sorted_vec, 1
        10,       9,      42.31,                  floyd_sorted_vec, 1
        10,      10,      40.62,                  floyd_sorted_vec, 1
       100,       1,      64.65,                  floyd_sorted_vec, 1
       100,       2,      44.16,                  floyd_sorted_vec, 1
       100,       5,      36.77,                  floyd_sorted_vec, 1
       100,      10,      40.44,                  floyd_sorted_vec, 1
       100,      20,      44.91,                  floyd_sorted_vec, 1
       100,      50,      50.77,                  floyd_sorted_vec, 1
       100,      90,      50.82,                  floyd_sorted_vec, 1
       100,      95,      48.35,                  floyd_sorted_vec, 1
       100,     100,      46.35,                  floyd_sorted_vec, 1
       500,       1,      60.18,                  floyd_sorted_vec, 1
       500,       2,      39.71,                  floyd_sorted_vec, 1
       500,       5,      31.86,                  floyd_sorted_vec, 1
       500,      10,      34.56,                  floyd_sorted_vec, 1
       500,      20,      38.28,                  floyd_sorted_vec, 1
       500,      25,      40.40,                  floyd_sorted_vec, 1
       500,      50,      45.82,                  floyd_sorted_vec, 1
       500,     100,      51.62,                  floyd_sorted_vec, 1
       500,     200,      61.68,                  floyd_sorted_vec, 1
       500,     250,      61.69,                  floyd_sorted_vec, 1
       500,     450,      59.66,                  floyd_sorted_vec, 1
       500,     475,      58.31,                  floyd_sorted_vec, 1
       500,     500,      55.16,                  floyd_sorted_vec, 1
      1000,       1,      60.53,                  floyd_sorted_vec, 1
      1000,       2,      39.72,                  floyd_sorted_vec, 1
      1000,       5,      31.78,                  floyd_sorted_vec, 1
      1000,      10,      34.31,                  floyd_sorted_vec, 1
      1000,      20,      37.82,                  floyd_sorted_vec, 1
      1000,      50,      45.51,                  floyd_sorted_vec, 1
      1000,     100,      51.15,                  floyd_sorted_vec, 1
      1000,     200,      57.89,                  floyd_sorted_vec, 1
      1000,     500,      68.64,                  floyd_sorted_vec, 1
      1000,     900,      65.46,                  floyd_sorted_vec, 1
      1000,     950,      63.53,                  floyd_sorted_vec, 1
      1000,    1000,      59.27,                  floyd_sorted_vec, 1
   1000000,       1,      60.59,                  floyd_sorted_vec, 1
   1000000,       2,      40.36,                  floyd_sorted_vec, 1
   1000000,       5,      32.34,                  floyd_sorted_vec, 1
   1000000,      10,      35.02,                  floyd_sorted_vec, 1
   1000000,      20,      38.11,                  floyd_sorted_vec, 1
   1000000,      50,      45.48,                  floyd_sorted_vec, 1
   1000000,     100,      51.15,                  floyd_sorted_vec, 1
   1000000,     200,      56.86,                  floyd_sorted_vec, 1
   1000000,     500,      66.88,                  floyd_sorted_vec, 1
   1000000,    1000,      79.36,                  floyd_sorted_vec, 1
   1000000,   10000,     293.57,                  floyd_sorted_vec, 1
   1000000,   20000,     579.77,                  floyd_sorted_vec, 1
   1000000,   50000,    1518.77,                  floyd_sorted_vec, 1
   1000000,  100000,    3787.03,                  floyd_sorted_vec, 3
   1000000,  200000,    7871.36,                  floyd_sorted_vec, 11
1000000000,       1,      61.00,                  floyd_sorted_vec, 1
1000000000,       2,      40.55,                  floyd_sorted_vec, 1
1000000000,       5,      32.65,                  floyd_sorted_vec, 1
1000000000,      10,      35.34,                  floyd_sorted_vec, 1
1000000000,      20,      38.57,                  floyd_sorted_vec, 1
1000000000,      50,      46.00,                  floyd_sorted_vec, 1
1000000000,     100,      51.58,                  floyd_sorted_vec, 1
