length, amount, time, algorithm, discard
1000000000,     500,      87.63,                       cache_btree, 1
1000000000,    1000,      92.89,                       cache_btree, 1
1000000000,   10000,     112.83,                       cache_btree, 1
1000000000,   20000,     121.81,                       cache_btree, 1
1000000000,   50000,     134.22,                       cache_btree, 1
1000000000,  100000,     145.51,                       cache_btree, 1
1000000000,  200000,     160.01,                       cache_btree, 1
1000000000,  500000,     217.11,                       cache_btree, 1
1000000000,  900000,     290.80,                       cache_btree, 2
1000000000,  950000,     292.63,                       cache_btree, 2
        10,       1,     142.41,                cache_btree_sorted, 1
        10,       2,      89.82,                cache_btree_sorted, 1
        10,       5,      68.79,                cache_btree_sorted, 1
        10,       9,      91.99,                cache_btree_sorted, 1
        10,      10,     115.37,                cache_btree_sorted, 1
       100,       1,     141.06,                cache_btree_sorted, 1
       100,       2,      88.70,                cache_btree_sorted, 1
       100,       5,      61.82,                cache_btree_sorted, 1
       100,      10,      57.34,                cache_btree_sorted, 1
       100,      20,      71.73,                cache_btree_sorted, 1
       100,      50,      89.01,                cache_btree_sorted, 1
       100,      90,     141.02,                cache_btree_sorted, 1
       100,      95,     166.41,                cache_btree_sorted, 1
       100,     100,     263.69,                cache_btree_sorted, 1
       500,       1,     141.19,                cache_btree_sorted, 1
       500,       2,      88.70,                cache_btree_sorted, 1
       500,       5,      58.74,                cache_btree_sorted, 1
       500,      10,      55.57,                cache_btree_sorted, 1
       500,      20,      67.94,                cache_btree_sorted, 1
       500,      25,      70.11,                cache_btree_sorted, 1
       500,      50,      74.52,                cache_btree_sorted, 1
       500,     100,      81.07,                cache_btree_sorted, 1
       500,     200,     103.03,                cache_btree_sorted, 1
       500,     250,     109.73,                cache_btree_sorted, 1
       500,     450,     174.82,                cache_btree_sorted, 1
       500,     475,     209.55,                cache_btree_sorted, 1
       500,     500,     408.75,                cache_btree_sorted, 1
      1000,       1,     141.37,                cache_btree_sorted, 1
      1000,       2,      89.45,                cache_btree_sorted, 1
      1000,       5,      58.70,                cache_btree_sorted, 1
      1000,      10,      55.18,                cache_btree_sorted, 1
      1000,      20,      67.38,                cache_btree_sorted, 1
      1000,      50,      73.27,                cache_btree_sorted, 1
      1000,     100,      77.82,                cache_btree_sorted, 1
      1000,     200,      88.26,                cache_btree_sorted, 1
      1000,     500,     109.63,                cache_btree_sorted, 1
      1000,     900,     181.85,                cache_btree_sorted, 1
      1000,     950,     223.10,                cache_btree_sorted, 1
      1000,    1000,     484.66,                cache_btree_sorted, 1
   1000000,       1,     142.62,                cache_btree_sorted, 1
   1000000,       2,      88.60,                cache_btree_sorted, 1
   1000000,       5,      59.25,                cache_btree_sorted, 1
   1000000,      10,      54.68,                cache_btree_sorted, 1
   1000000,      20,      66.34,                cache_btree_sorted, 1
   1000000,      50,      72.04,                cache_btree_sorted, 1
   1000000,     100,      75.29,                cache_btree_sorted, 1
   1000000,     200,      83.79,                cache_btree_sorted, 1
   1000000,     500,      87.25,                cache_btree_sorted, 1
   1000000,    1000,      92.09,                cache_btree_sorted, 1
   1000000,   10000,     112.64,                cache_btree_sorted, 1
   1000000,   20000,     121.64,                cache_btree_sorted, 1
   1000000,   50000,     136.53,                cache_btree_sorted, 1
   1000000,  100000,     151.19,                cache_btree_sorted, 1
   1000000,  200000,     174.72,                cache_btree_sorted, 1
   1000000,  500000,     279.55,                cache_btree_sorted, 1
   1000000,  900000,     656.62,                cache_btree_sorted, 5
   1000000,  950000,     842.69,                cache_btree_sorted, 8
1000000000,       1,     142.58,                cache_btree_sorted, 1
1000000000,       2,      90.03,                cache_btree_sorted, 1
1000000000,       5,      58.68,                cache_btree_sorted, 1
1000000000,      10,      54.98,                cache_btree_sorted, 1
1000000000,      20,      66.81,                cache_btree_sorted, 1
1000000000,      50,      72.95,                cache_btree_sorted, 1
1000000000,     100,      75.51,                cache_btree_sorted, 1
1000000000,     200,      82.55,                cache_btree_sorted, 1
1000000000,     500,      87.68,                cache_btree_sorted, 1
1000000000,    1000,      92.18,                cache_btree_sorted, 1
1000000000,   10000,     112.67,                cache_btree_sorted, 1
1000000000,   20000,     121.84,                cache_btree_sorted, 1
1000000000,   50000,     134.82,                cache_btree_sorted, 1
1000000000,  100000,     145.57,                cache_btree_sorted, 1
1000000000,  200000,     161.13,                cache_btree_sorted, 1
1000000000,  500000,     213.24,                cache_btree_sorted, 1
1000000000,  900000,     280.00,                cache_btree_sorted, 2
1000000000,  950000,     287.76,                cache_btree_sorted, 2
        10,       1,     119.19,                      cache_fisher, 1
        10,       2,      91.08,                      cache_fisher, 1
        10,       5,      75.39,                      cache_fisher, 1
        10,       9,      72.96,                      cache_fisher, 1
        10,      10,      72.25,                      cache_fisher, 1
       100,       1,     112.95,                      cache_fisher, 1
       100,       2,      83.27,                      cache_fisher, 1
       100,       5,      70.18,                      cache_fisher, 1
       100,      10,      64.26,                      cache_fisher, 1
       100,      20,      73.03,                      cache_fisher, 1
       100,      50,      75.51,                      cache_fisher, 1
       100,      90,      68.09,                      cache_fisher, 1
       100,      95,      68.25,                      cache_fisher, 1
       100,     100,      68.66,                      cache_fisher, 1
       500,       1,     109.15,                      cache_fisher, 1
       500,       2,      78.91,                      cache_fisher, 1
       500,       5,      63.17,                      cache_fisher, 1
       500,      10,      58.34,                      cache_fisher, 1
       500,      20,      65.67,                      cache_fisher, 1
       500,      25,      69.23,                      cache_fisher, 1
       500,      50,      68.33,                      cache_fisher, 1
       500,     100,      68.36,                      cache_fisher, 1
       500,     200,      70.04,                      cache_fisher, 1
       500,     250,      65.08,                      cache_fisher, 1
       500,     450,      68.08,                      cache_fisher, 1
       500,     475,      62.73,                      cache_fisher, 1
       500,     500,      62.28,                      cache_fisher, 1
      1000,       1,     110.99,                      cache_fisher, 1
      1000,       2,      80.18,                      cache_fisher, 1
      1000,       5,      64.17,                      cache_fisher, 1
      1000,      10,      59.29,                      cache_fisher, 1
      1000,      20,      66.42,                      cache_fisher, 1
      1000,      50,      67.85,                      cache_fisher, 1
      1000,     100,      67.45,                      cache_fisher, 1
      1000,     200,      67.59,                      cache_fisher, 1
      1000,     500,      64.92,                      cache_fisher, 1
      1000,     900,      67.64,                      cache_fisher, 1
      1000,     950,      65.30,                      cache_fisher, 1
      1000,    1000,      62.70,                      cache_fisher, 1
   1000000,       1,     109.79,                      cache_fisher, 1
   1000000,       2,      79.26,                      cache_fisher, 1
   1000000,       5,      63.42,                      cache_fisher, 1
   1000000,      10,      58.74,                      cache_fisher, 1
   1000000,      20,      65.41,                      cache_fisher, 1
   1000000,      50,      68.40,                      cache_fisher, 1
   1000000,     100,      67.41,                      cache_fisher, 1
   1000000,     200,      66.95,                      cache_fisher, 1
   1000000,     500,      56.83,                      cache_fisher, 1
   1000000,    1000,      56.63,                      cache_fisher, 1
   1000000,   10000,      61.73,                      cache_fisher, 1
   1000000,   20000,      64.85,                      cache_fisher, 1
   1000000,   50000,      74.20,                      cache_fisher, 1
   1000000,  100000,      88.44,                      cache_fisher, 1
   1000000,  200000,     108.13,                      cache_fisher, 1
   1000000,  500000,     273.01,                      cache_fisher, 1
   1000000,  900000,     282.75,                      cache_fisher, 2
   1000000,  950000,     281.48,                      cache_fisher, 2
1000000000,       1,     111.25,                      cache_fisher, 1
1000000000,       2,      79.73,                      cache_fisher, 1
1000000000,       5,      64.25,                      cache_fisher, 1
1000000000,      10,      58.82,                      cache_fisher, 1
1000000000,      20,      66.02,                      cache_fisher, 1
1000000000,      50,      68.32,                      cache_fisher, 1
1000000000,     100,      70.31,                      cache_fisher, 1
1000000000,     200,      67.89,                      cache_fisher, 1
1000000000,     500,      56.96,                      cache_fisher, 1
1000000000,    1000,      57.08,                      cache_fisher, 1
1000000000,   10000,      62.13,                      cache_fisher, 1
1000000000,   20000,      64.99,                      cache_fisher, 1
1000000000,   50000,      74.43,                      cache_fisher, 1
1000000000,  100000,      89.46,                      cache_fisher, 1
1000000000,  200000,     108.50,                      cache_fisher, 1
1000000000,  500000,     231.78,                      cache_fisher, 1
1000000000,  900000,     255.52,                      cache_fisher, 2
1000000000,  950000,     269.13,                      cache_fisher, 2
        10,       1,     116.22,                        floyd_hash, 1
        10,       2,      80.93,                        floyd_hash, 1
        10,       5,      63.14,                        floyd_hash, 1
        10,       9,      65.36,                        floyd_hash, 1
        10,      10,      66.79,                        floyd_hash, 1
       100,       1,     110.03,                        floyd_hash, 1
       100,       2,      73.03,                        floyd_hash, 1
       100,       5,      53.24,                        floyd_hash, 1
       100,      10,      47.21,                        floyd_hash, 1
       100,      20,      51.04,                        floyd_hash, 1
       100,      50,      59.94,                        floyd_hash, 1
       100,      90,      66.77,                        floyd_hash, 1
       100,      95,      69.25,                        floyd_hash, 1
       100,     100,      72.62,                        floyd_hash, 1
       500,       1,     105.93,                        floyd_hash, 1
       500,       2,      71.45,                        floyd_hash, 1
       500,       5,      48.54,                        floyd_hash, 1
       500,      10,      41.43,                        floyd_hash, 1
       500,      20,      41.87,                        floyd_hash, 1
       500,      25,      44.12,                        floyd_hash, 1
       500,      50,      45.71,                        floyd_hash, 1
       500,     100,      47.63,                        floyd_hash, 1
       500,     200,      54.07,                        floyd_hash, 1
       500,     250,      51.20,                        floyd_hash, 1
       500,     450,      73.10,                        floyd_hash, 1
       500,     475,      59.49,                        floyd_hash, 1
       500,     500,      61.83,                        floyd_hash, 1
      1000,       1,     105.86,                        floyd_hash, 1
      1000,       2,      68.82,                        floyd_hash, 1
      1000,       5,      47.93,                        floyd_hash, 1
      1000,      10,      40.95,                        floyd_hash, 1
      1000,      20,      41.54,                        floyd_hash, 1
      1000,      50,      44.04,                        floyd_hash, 1
      1000,     100,      44.91,                        floyd_hash, 1
      1000,     200,      47.13,                        floyd_hash, 1
      1000,     500,      50.80,                        floyd_hash, 1
      1000,     900,      73.20,                        floyd_hash, 1
      1000,     950,      60.17,                        floyd_hash, 1
      1000,    1000,      61.82,                        floyd_hash, 1
   1000000,       1,     106.23,                        floyd_hash, 1
   1000000,       2,      69.59,                        floyd_hash, 1
   1000000,       5,      48.16,                        floyd_hash, 1
   1000000,      10,      40.88,                        floyd_hash, 1
   1000000,      20,      41.21,                        floyd_hash, 1
   1000000,      50,      43.07,                        floyd_hash, 1
   1000000,     100,      43.87,                        floyd_hash, 1
   1000000,     200,      42.09,                        floyd_hash, 1
   1000000,     500,      35.19,                        floyd_hash, 1
   1000000,    1000,      35.23,                        floyd_hash, 1
   1000000,   10000,      38.45,                        floyd_hash, 1
   1000000,   20000,      41.24,                        floyd_hash, 1
   1000000,   50000,      48.40,                        floyd_hash, 1
   1000000,  100000,      63.14,                        floyd_hash, 1
   1000000,  200000,      65.41,                        floyd_hash, 1
   1000000,  500000,     183.46,                        floyd_hash, 1
   1000000,  900000,     248.63,                        floyd_hash, 2
   1000000,  950000,     268.24,                        floyd_hash, 2
1000000000,       1,     107.65,                        floyd_hash, 1
1000000000,       2,      69.68,                        floyd_hash, 1
1000000000,       5,      49.01,                        floyd_hash, 1
1000000000,      10,      41.35,                        floyd_hash, 1
1000000000,      20,      41.65,                        floyd_hash, 1
1000000000,      50,      43.52,                        floyd_hash, 1
1000000000,     100,      42.77,                        floyd_hash, 1
1000000000,     200,      42.30,                        floyd_hash, 1
1000000000,     500,      35.40,                        floyd_hash, 1
1000000000,    1000,      35.69,                        floyd_hash, 1
1000000000,   10000,      38.97,                        floyd_hash, 1
1000000000,   20000,      41.06,                        floyd_hash, 1
1000000000,   50000,      46.41,                        floyd_hash, 1
1000000000,  100000,      60.16,                        floyd_hash, 1
1000000000,  200000,      57.30,                        floyd_hash, 1
1000000000,  500000,     145.90,                        floyd_hash, 1
1000000000,  900000,     156.26,                        floyd_hash, 1
1000000000,  950000,     164.56,                        floyd_hash, 1
        10,       1,      59.11,                         floyd_vec, 1
        10,       2,      41.34,                         floyd_vec, 1
        10,       5,      31.12,                         floyd_vec, 1
        10,       9,      33.75,                         floyd_vec, 1
        10,      10,      34.88,                         floyd_vec, 1
       100,       1,      53.94,                         floyd_vec, 1
       100,       2,      34.74,                         floyd_vec, 1
       100,       5,      24.54,                         floyd_vec, 1
       100,      10,      23.24,                         floyd_vec, 1
       100,      20,      27.23,                         floyd_vec, 1
       100,      50,      32.95,                         floyd_vec, 1
       100,      90,      34.96,                         floyd_vec, 1
       100,      95,      34.65,                         floyd_vec, 1
       100,     100,      34.27,                         floyd_vec, 1
       500,       1,      50.39,                         floyd_vec, 1
       500,       2,      30.65,                         floyd_vec, 1
       500,       5,      19.87,                         floyd_vec, 1
       500,      10,      16.38,                         floyd_vec, 1
       500,      20,      16.25,                         floyd_vec, 1
       500,      25,      16.92,                         floyd_vec, 1
       500,      50,      22.27,                         floyd_vec, 1
       500,     100,      32.01,                         floyd_vec, 1
       500,     200,      44.95,                         floyd_vec, 1
       500,     250,      49.55,                         floyd_vec, 1
       500,     450,      54.33,                         floyd_vec, 1
       500,     475,      53.71,                         floyd_vec, 1
       500,     500,      54.52,                         floyd_vec, 1
      1000,       1,      50.44,                         floyd_vec, 1
      1000,       2,      30.80,                         floyd_vec, 1
      1000,       5,      19.80,                         floyd_vec, 1
      1000,      10,      16.17,                         floyd_vec, 1
      1000,      20,      15.65,                         floyd_vec, 1
      1000,      50,      20.39,                         floyd_vec, 1
      1000,     100,      29.58,                         floyd_vec, 1
      1000,     200,      42.91,                         floyd_vec, 1
      1000,     500,      69.88,                         floyd_vec, 1
      1000,     900,      80.31,                         floyd_vec, 1
      1000,     950,      79.37,                         floyd_vec, 1
      1000,    1000,      77.18,                         floyd_vec, 1
   1000000,       1,      50.48,                         floyd_vec, 1
   1000000,       2,      31.06,                         floyd_vec, 1
   1000000,       5,      20.11,                         floyd_vec, 1
   1000000,      10,      16.40,                         floyd_vec, 1
   1000000,      20,      15.68,                         floyd_vec, 1
   1000000,      50,      19.23,                         floyd_vec, 1
   1000000,     100,      27.84,                         floyd_vec, 1
   1000000,     200,      40.41,                         floyd_vec, 1
   1000000,     500,      73.73,                         floyd_vec, 1
   1000000,    1000,     123.95,                         floyd_vec, 1
   1000000,   10000,    1112.46,                         floyd_vec, 1
   1000000,   20000,    2226.92,                         floyd_vec, 1
   1000000,   50000,    5774.11,                         floyd_vec, 2
   1000000,  100000,   11981.27,                         floyd_vec, 10
   1000000,  200000,   23457.75,                         floyd_vec, 14
1000000000,       1,      50.90,                         floyd_vec, 1
1000000000,       2,      31.41,                         floyd_vec, 1
1000000000,       5,      20.51,                         floyd_vec, 1
1000000000,      10,      16.87,                         floyd_vec, 1
1000000000,      20,      16.31,                         floyd_vec, 1
